FIPS,County,Year,Physically Unhealthy Days,Mentally Unhealthy Days,% Smokers,% Obese,% Physically Inactive,% Exercise Access,% Excessive Drinking,Teen Birth Rate,% Uninsured,Preventable Hospitalization Rate,% Some College,% Unemployed,% Children in Poverty,80th Percentile Income,20th Percentile Income,Income Ratio,% Single-Parent Households,Injury Death Rate
53021,Franklin,2018,4.3177865506,3.9157637399,15.056992903,30.7,20.4,73.379987974,18.278710001,49.368698338,12.605495395,40.47,45.448149162,7.6459255923,21.0,98194,24916,3.9410017659,33.750428522,36.652635461
53023,Garfield,2018,3.7667539247,3.8593245326,13.848609492,32.7,24.4,77.934686673,16.328488027,0.0,5.6363636364,0.0,76.072234763,5.9652928416,18.9,84289,22162,3.8033119755,27.037037037,0.0
53025,Grant,2018,4.2122426633,3.860027365,15.94432996,34.4,23.1,74.369389587,17.680627577,48.658843252,13.644967596,28.54,44.308185639,7.4117883366,20.9,87237,22911,3.8076469818,27.435000541,58.245766935
53027,Grays Harbor,2018,4.1128976181,4.3890662189,16.950071077,34.9,23.1,83.48695688,18.320142421,34.1971113,10.343755714,40.13,54.925605952,8.7093120959,22.8,86806,19637,4.4205326679,39.307879115,93.731232706
53029,Island,2018,3.7204286154,3.5322330785,12.401338236,27.1,18.4,89.075994192,17.563265585,16.300092533,6.2090204649,31.22,71.164182413,6.0235824624,12.4,110040,27044,4.0689247153,25.582475938,72.91214087
53031,Jefferson,2018,3.4544752753,3.8162155113,13.124186165,26.8,16.0,80.081681843,14.776323163,15.817632007,7.4243951613,20.51,64.09495549,7.2638804414,20.6,99060,19956,4.9639206254,25.570318376,92.249098924
53033,King,2018,2.9767920961,3.2434833212,9.3834549839,21.7,13.7,97.793862935,19.464640917,12.348550151,6.4842479958,27.53,79.559379206,3.9393081714,10.6,154463,32318,4.7794727396,24.791055965,50.678188598
53035,Kitsap,2018,3.6311044556,3.5909190162,12.093125849,29.5,16.2,84.741949485,18.423072404,18.625388431,5.7870271248,26.13,72.642791322,5.7796508128,11.6,117846,29144,4.0435767225,26.82000935,61.95248136
53037,Kittitas,2018,3.8449202317,3.8026666439,15.577454281,29.5,15.7,67.672002933,19.177514554,8.2728478889,8.8673083037,36.44,68.364813815,6.0236511456,14.7,91316,17130,5.3307647402,25.209080048,62.589329921
53039,Klickitat,2018,3.904537864,4.0767643441,14.068693971,30.8,22.2,73.914755389,16.02083809,25.072324012,9.6282231886,39.02,62.441937624,7.0681982821,21.0,85773,23977,3.5773032489,28.30548926,79.234007618
53041,Lewis,2018,4.0508655103,4.0497536491,16.832359244,34.3,19.6,60.799151812,16.195874553,34.454778104,9.0889331037,37.52,56.898671194,8.085623481,19.8,86644,20194,4.2905813608,35.408820313,76.033982966
53043,Lincoln,2018,3.9668535036,3.9926921733,14.888488757,32.8,24.2,51.390728477,15.763959635,22.76867031,6.8863049096,46.0,58.793192367,5.7318321392,17.3,89987,21642,4.157979854,23.297491039,94.852784607
53045,Mason,2018,4.2434380084,4.0235656207,16.329454684,31.1,22.9,61.444175357,17.225381889,36.191834552,10.678178895,35.23,49.9963135,7.8357418316,22.6,95493,21895,4.3614067139,41.147637962,95.000671556
53047,Okanogan,2018,4.6276954289,4.2839214211,18.027054659,31.0,18.6,59.739785992,15.865888702,47.664556206,14.496813718,40.15,48.166591218,6.9287172823,26.3,81144,16648,4.8740989909,33.754915506,86.545342023
53049,Pacific,2018,4.3834959821,4.5195048239,14.846604372,31.9,25.1,69.263862333,14.618774156,33.017425864,10.463226331,43.81,53.272286561,8.3033357331,23.7,76464,17458,4.3798831481,37.560558564,87.726909024
53051,Pend Oreille,2018,4.2865924636,4.2141890954,15.76033097,29.8,18.3,58.826244135,15.306227977,23.710952202,7.5765228811,45.57,58.130434783,9.0832098243,26.7,81861,18378,4.4542931766,28.214971209,99.889353332
53053,Pierce,2018,3.8069673293,3.9590171104,14.681201004,30.5,19.4,84.492439247,19.113137907,23.626587875,7.3230537545,37.41,64.430640029,6.2758030844,15.3,112801,27518,4.0991714514,30.976582669,63.546240025
53055,San Juan,2018,3.3395399441,3.6225050871,11.704076594,20.4,13.4,88.870568838,16.862523541,10.625737898,10.583810888,15.55,68.409664623,4.821564161,15.3,113058,24694,4.5783591156,32.860310421,77.205653446
53057,Skagit,2018,3.8922741126,3.8427135307,15.27139831,25.4,16.8,77.221751739,18.60448784,28.150866781,9.7846292892,36.01,56.587503534,6.7855791393,12.0,105995,25129,4.2180349397,32.843871741,68.993997854
53059,Skamania,2018,4.1256177839,4.3023701567,14.306949195,29.1,20.0,97.189589734,17.358531373,20.49530316,6.9968638477,39.84,62.921348315,7.2033064357,18.1,102366,19878,5.1497132508,29.610829103,79.435127979
53061,Snohomish,2018,3.2200232026,3.3413459226,13.165246701,29.1,18.0,86.926479144,18.794403663,15.756671348,7.0211885115,28.26,69.100080635,4.3575833742,9.1,130643,33156,3.9402521414,26.420973955,58.231167732
53063,Spokane,2018,3.8533022949,3.836616282,15.868763696,29.2,17.5,87.686032668,19.158445112,21.531828103,6.3671883688,33.92,69.234699492,6.3385326499,15.8,97062,21291,4.5588276737,30.11525903,89.484611446
53065,Stevens,2018,4.4661950093,4.2570020686,15.814078132,28.5,21.0,43.959477154,17.672818827,27.562111801,8.5432286785,44.17,56.564671462,8.5661703196,20.8,83339,20092,4.1478697989,29.071083222,107.83740313
53067,Thurston,2018,3.265667342,3.5910904153,13.487372761,27.9,16.6,86.893888942,17.038999421,19.26904288,6.6113672098,29.78,70.776528022,5.8199964792,12.0,112598,28566,3.941678919,29.358304448,64.371766859
53069,Wahkiakum,2018,4.078040654,4.0865825761,14.014271104,32.2,23.0,11.714429361,15.968029406,22.008253095,8.2425562818,0.0,47.960848287,8.950617284,24.7,89889,19508,4.6078019274,29.256965944,98.604742888
53071,Walla Walla,2018,3.8810950765,3.9556109314,14.771346417,28.2,18.4,82.980895187,18.219495603,24.545346488,9.0305328453,27.63,64.705882353,5.6386292835,17.0,94226,20829,4.5237889481,30.203602193,73.800491558
53073,Whatcom,2018,3.8659112758,3.9132447298,13.005251187,23.1,14.9,83.940041762,20.579596723,14.271264368,9.108983927,32.17,70.224225748,6.015414616,12.3,102573,21468,4.7779485746,26.776598039,48.901386969
53075,Whitman,2018,4.2541784039,4.1554857237,15.650968575,25.8,18.7,75.629801679,20.243655717,3.222146585,6.0218087126,49.13,85.629384256,5.1324288006,14.7,91561,13254,6.908178663,23.378815586,45.141774705
53077,Yakima,2018,4.3624519461,4.1428411415,15.18003206,30.9,24.2,79.239488388,16.809786179,49.836474069,15.477613986,44.15,40.617727946,7.993227022,25.5,85687,21255,4.0313808516,38.862133703,64.265175693
53001,Adams,2019,4.9128160406,4.0250809293,15.595689408,35.6,21.9,62.126228108,15.24369364,52.409748946,12.591708917,1443.0,36.450423085,5.763624131,20.5,87288,21657,4.0304751351,35.383931218,54.029342089
53003,Asotin,2019,3.82098759,4.0846298597,16.146870179,31.9,22.0,98.210239097,17.758491664,31.942789035,6.5754377827,2676.0,61.739847454,4.180471643,21.3,94568,22233,4.2534970539,33.471254355,75.509011641
53005,Benton,2019,3.6971497306,3.6338239073,13.41682884,29.8,16.8,81.366275253,20.118842516,27.887259395,7.3414519963,4162.0,65.834560026,5.5013856102,16.5,118669,26571,4.4661096684,30.654585653,60.431962633
53007,Chelan,2019,3.6913108639,3.7558286728,14.013775904,25.2,16.8,85.169696217,18.786620955,27.359118697,9.7230377765,2004.0,50.0,4.8721865313,17.0,104040,22987,4.5260364554,26.331360947,70.809133583
53009,Clallam,2019,3.8888307138,4.0606149039,13.546055817,27.3,18.8,79.141224581,16.507689711,26.639004149,8.8561454938,2056.0,59.399165127,6.8177749132,25.5,93624,21349,4.3854044686,39.732393238,101.47684076
53011,Clark,2019,3.6091410283,3.7953468845,14.251763665,28.4,17.5,91.735529418,18.034055348,18.683454698,6.5371810222,3813.0,66.859274308,5.1015471761,13.6,122994,31442,3.9117740602,25.759012022,65.113779252
53013,Columbia,2019,4.1663780716,4.1993012452,14.99271847,34.7,25.6,67.116233448,15.24809784,15.587529976,6.9225251076,2301.0,78.25,5.6058890147,20.8,94478,18838,5.0152882472,22.520107239,120.32487717
53015,Cowlitz,2019,4.0440724963,4.0897100905,17.00447249,31.3,20.5,78.011912899,18.731406556,30.861416471,7.1574690771,3970.0,59.735932359,6.0552053901,21.0,96910,21478,4.5120588509,34.028516706,88.54139599
53017,Douglas,2019,3.909387362,3.8293643155,13.46024674,30.7,18.1,81.879212094,16.279487305,28.959749085,9.8219549581,2242.0,52.557465314,5.711022273,19.3,99189,26936,3.6823953074,34.341720856,56.135236679
53019,Ferry,2019,4.640253409,4.6155946962,18.351187184,29.4,20.7,74.639120646,16.049523512,30.695770805,11.126936087,1988.0,56.095842142,11.027963765,26.9,82726,15724,5.2611294836,33.162518302,146.97005485
53021,Franklin,2019,4.3177865506,3.9157637399,15.056992903,30.5,19.2,76.069239922,18.278710001,44.995531725,11.826614342,3555.0,47.501826993,6.3097888582,18.2,103861,27228,3.8144924343,32.982563683,41.29829263
53023,Garfield,2019,3.7667539247,3.8593245326,13.848609492,33.9,20.5,45.542806708,16.328488027,0.0,4.8019207683,2739.0,71.238938053,5.4585152838,22.2,85222,22639,3.7643888864,28.039215686,0.0
53025,Grant,2019,4.2122426633,3.860027365,15.94432996,34.7,22.4,79.40529623,17.680627577,45.158869152,11.533266854,2812.0,45.875225574,6.2568969322,20.3,94896,24819,3.8235223015,26.188253877,62.52837332
53027,Grays Harbor,2019,4.1128976181,4.3890662189,16.950071077,36.6,20.7,82.188826463,18.320142421,30.804998547,8.0143474662,2884.0,55.059900066,7.0716098817,26.1,87740,20037,4.3788990368,36.140422078,92.628091218
53029,Island,2019,3.7204286154,3.5322330785,12.401338236,30.4,16.5,86.192138181,17.563265585,15.4703424,6.2714411736,2382.0,72.895986189,5.2073907586,12.1,113182,27831,4.0667600877,24.446245273,70.710866727
53031,Jefferson,2019,3.4544752753,3.8162155113,13.124186165,29.0,14.0,85.069630423,14.776323163,13.346043851,7.4592192314,550.0,66.444400863,6.1226187505,20.7,102243,22145,4.616979002,27.246973989,98.60065429
53033,King,2019,2.9767920961,3.2434833212,9.3834549839,22.3,13.0,98.042406753,19.464640917,11.04991907,5.629697164,2665.0,80.427427449,3.6985615441,11.6,163542,34802,4.6992126889,24.308121681,51.530411638
53035,Kitsap,2019,3.6311044556,3.5909190162,12.093125849,30.3,15.3,85.118244118,18.423072404,17.098589317,6.2974260483,2394.0,72.527033669,4.9032236755,10.8,121936,30376,4.014221754,26.568030714,65.40942065
53037,Kittitas,2019,3.8449202317,3.8026666439,15.577454281,30.0,20.9,77.335940364,19.177514554,7.3317213946,7.8061569689,2252.0,69.588607595,5.3086197589,14.2,96234,18758,5.1302910758,23.990530054,68.610006998
53039,Klickitat,2019,3.904537864,4.0767643441,14.068693971,30.9,20.7,74.254355744,16.02083809,23.050514958,8.3655557601,3091.0,63.489640131,5.8302656452,21.5,91984,24079,3.8200921965,23.475314618,75.567940301
53041,Lewis,2019,4.0508655103,4.0497536491,16.832359244,33.6,21.7,52.440527467,16.195874553,33.204974433,7.7901934623,3353.0,56.496686834,6.6453500649,21.4,88616,20757,4.2692103869,34.355977599,82.337547233
53043,Lincoln,2019,3.9668535036,3.9926921733,14.888488757,30.4,24.0,60.842005676,15.763959635,20.623281393,6.7723904849,4359.0,61.842105263,4.9445005045,17.0,97764,23022,4.2465467813,19.873245813,102.31462713
53045,Mason,2019,4.2434380084,4.0235656207,16.329454684,32.9,22.9,63.353597259,17.225381889,35.399836616,9.8767327601,2892.0,49.721489299,6.588935956,23.0,98200,21841,4.4961311295,40.865910046,97.683188431
53047,Okanogan,2019,4.6276954289,4.2839214211,18.027054659,32.2,18.3,74.564688716,15.865888702,43.006822612,13.808352278,2546.0,47.38143403,6.8705207836,28.6,80022,17750,4.5082816901,38.193259386,85.867965942
53049,Pacific,2019,4.3834959821,4.5195048239,14.846604372,30.9,23.3,66.362332696,14.618774156,31.615554853,9.5923747719,3402.0,54.035816247,7.0392390012,25.2,81638,17345,4.706716633,29.863091843,84.938252753
53051,Pend Oreille,2019,4.2865924636,4.2141890954,15.76033097,34.2,18.6,58.826244135,15.306227977,21.714285714,7.2352216749,2960.0,52.648870637,7.45669624,26.6,88457,19737,4.481785479,22.09664848,93.206613086
53053,Pierce,2019,3.8069673293,3.9590171104,14.681201004,31.2,18.5,81.952151907,19.113137907,21.89114728,6.5422411885,3518.0,64.900553186,5.3633703163,12.1,117907,28704,4.10768534,30.295164119,65.734448418
53055,San Juan,2019,3.3395399441,3.6225050871,11.704076594,19.5,13.6,87.145665546,16.862523541,8.0064051241,8.829661862,1309.0,71.995783556,3.9344262295,14.8,116986,25819,4.5310042992,29.990966576,82.516380117
53057,Skagit,2019,3.8922741126,3.8427135307,15.27139831,27.7,17.0,77.758958435,18.60448784,25.396196513,8.5089861351,2908.0,58.783338536,5.5000336496,15.8,110073,25645,4.2921817118,31.118985453,70.943134081
53059,Skamania,2019,4.1256177839,4.3023701567,14.306949195,30.9,17.2,93.014639436,17.358531373,20.284851101,6.9984949473,3185.0,62.626262626,6.1709467229,17.8,101888,21865,4.6598673679,31.518370961,76.788830716
53061,Snohomish,2019,3.2200232026,3.3413459226,13.165246701,29.0,16.8,90.319975888,18.794403663,14.568605983,6.3520347231,2886.0,69.832910467,4.1246508405,8.8,137496,35510,3.8720360462,25.759572776,59.887516969
53063,Spokane,2019,3.8533022949,3.836616282,15.868763696,29.1,17.5,86.516729942,19.158445112,20.118386171,6.3020295669,2862.0,69.766548622,5.4051018838,17.0,101410,22434,4.5203708657,30.499912587,91.711604404
53065,Stevens,2019,4.4661950093,4.2570020686,15.814078132,29.8,21.7,43.251935402,17.672818827,24.681607266,7.8242824575,2181.0,54.971470195,7.2631809232,23.6,91341,21014,4.3466736461,26.785899969,105.88983821
53067,Thurston,2019,3.265667342,3.5910904153,13.487372761,29.7,15.4,73.458757492,17.038999421,18.172197997,5.5638740135,2733.0,71.205308776,4.9663692926,12.5,117155,30096,3.8927099947,29.070184733,67.819900486
53069,Wahkiakum,2019,4.078040654,4.0865825761,14.014271104,32.6,23.0,11.714429361,15.968029406,18.421052632,7.8975453575,2723.0,38.20754717,7.1155317521,22.9,85579,20537,4.1670643229,31.851851852,77.843728715
53071,Walla Walla,2019,3.8810950765,3.9556109314,14.771346417,29.3,16.9,83.348360865,18.219495603,23.464951462,8.1981306763,2579.0,65.745623286,4.9242424242,18.0,99765,23194,4.3013279296,29.789227166,81.165861107
53073,Whatcom,2019,3.8659112758,3.9132447298,13.005251187,25.4,14.7,84.685790991,20.579596723,13.144459091,8.6122061241,2803.0,71.942212638,5.0093573414,13.1,107293,22831,4.6994437388,26.158381475,53.042080677
53075,Whitman,2019,4.2541784039,4.1554857237,15.650968575,27.2,17.2,75.734768626,20.243655717,3.312009437,6.4019016078,2706.0,84.41360958,4.4278712977,14.2,93002,13962,6.6610800745,23.868082728,51.363213082
53077,Yakima,2019,4.3624519461,4.1428411415,15.18003206,32.1,22.0,75.318113234,16.809786179,45.539164307,13.205076935,3773.0,41.930425786,6.7831627423,26.1,87312,22502,3.8801884277,38.536412947,67.557242699
53001,Adams,2020,4.3175848607,4.1365088055,14.33154142,36.9,23.8,61.560230671,16.142726551,50.18115942,12.672961577,1313.0,32.125916343,5.3908640152,20.4,91711,21446,4.2763685536,37.636149544,51.580424197
53003,Asotin,2020,3.9360720252,4.5006056272,14.357644394,32.0,22.1,98.043749711,17.199009837,29.446971511,6.5110065633,2857.0,61.92903752,4.3533930858,20.6,96669,22539,4.2889657926,36.551424223,80.540516354
53005,Benton,2020,3.8728946553,4.0996591474,13.078767464,30.9,16.6,77.426831148,18.320323576,25.210275063,7.6259052892,4336.0,66.079418345,5.2077025554,13.5,123177,28358,4.3436420058,28.971601021,61.718918239
53007,Chelan,2020,3.8325033283,4.3659560895,13.066644855,26.6,18.1,85.386388417,19.491539975,24.928209201,9.2914514736,2102.0,51.55223713,4.5261079421,14.8,107594,25407,4.2348171764,27.67952389,68.396034082
53009,Clallam,2020,4.2114045142,4.4265224171,14.095649542,29.2,20.4,77.106324576,15.916302155,23.992643371,8.9611038512,1915.0,61.048466864,6.3860149839,20.6,96409,21814,4.419592922,37.755183096,105.63512448
53011,Clark,2020,3.4492292182,3.9124113179,14.041929032,30.5,17.3,92.759360828,18.534001982,16.959557977,6.9983762353,3715.0,68.135883528,4.8286759886,10.6,129370,33389,3.874629369,24.743104619,66.451844264
53013,Columbia,2020,4.1799862072,4.4668555025,14.352215463,35.3,26.6,38.989700834,16.077271405,13.221153846,6.3541666667,1538.0,85.853658537,5.5897149245,19.0,102364,19636,5.21307802,16.921119593,120.162219
53015,Cowlitz,2020,4.1442429404,4.6749614992,17.82366819,34.7,22.7,73.511375842,17.959298313,28.008811761,6.6139451213,3483.0,58.713995943,5.9425560177,17.6,100714,22384,4.4993745533,36.685421565,85.824197107
53017,Douglas,2020,4.0284613734,4.1935757673,13.556586254,32.4,18.6,77.135645703,19.039677095,26.136957658,11.314519667,3011.0,50.837706904,5.3279637087,15.2,108019,28713,3.7620241702,36.213457077,55.201266724
53019,Ferry,2020,4.6282398769,4.6974436143,16.748333178,30.1,20.2,74.639120646,15.671958173,31.294452347,10.597232338,2123.0,45.241286863,11.736334405,24.7,85867,16986,5.0551630755,40.0,131.21293235
53021,Franklin,2020,4.0228561336,4.1721724714,14.012740536,33.1,20.6,60.659135397,18.305485627,38.717298101,11.644394253,3843.0,48.59128333,6.0608251398,16.7,109013,30015,3.6319506913,33.495471318,43.684693589
53023,Garfield,2020,4.1970071137,4.3449491077,13.407233131,33.1,27.2,45.542806708,15.705503428,0.0,4.4044665012,1448.0,71.6,5.7713651498,18.0,84767,24275,3.491946447,18.525519849,0.0
53025,Grant,2020,4.2928306589,4.2303331547,15.65962674,34.3,24.4,79.40978456,16.548753634,40.48901782,12.531071611,2648.0,46.415522238,6.2389514078,16.5,100013,25769,3.881136249,26.273658745,63.076659308
53027,Grays Harbor,2020,4.434409936,4.5722415052,15.288438792,35.8,24.3,81.664079564,17.935271443,28.192859772,8.9202566453,3888.0,54.860321828,6.7309402682,23.8,90840,20722,4.3837467426,36.170068947,93.012666382
53029,Island,2020,3.635434306,3.8192518158,11.600615293,29.2,16.4,86.192138181,19.323451146,14.372789525,5.9623940506,2596.0,72.648283039,5.2269839436,9.7,117801,30499,3.8624545067,23.84212646,68.759859847
53031,Jefferson,2020,3.4969738675,4.0819709686,11.732302326,24.2,11.0,85.069630423,16.788854425,11.233211233,8.3405645449,683.0,65.221598607,5.824284304,21.6,104795,24315,4.3098910138,30.082600586,105.94589007
53033,King,2020,3.0508980827,3.5789907044,8.8150454593,22.0,13.4,97.417060151,19.572371999,9.801860777,6.2430302119,2845.0,81.198071248,3.4533605257,10.8,173033,37240,4.6464285714,23.971888522,53.125331395
53035,Kitsap,2020,3.6425461891,4.1466925467,12.469553824,30.6,16.2,85.213412813,18.785271253,15.542581035,5.2741864412,2434.0,71.585058277,4.6490621313,11.5,126601,31658,3.9990207846,28.233608692,68.04303665
53037,Kittitas,2020,3.8813062179,4.2624333709,14.258930716,27.4,21.1,78.931932054,21.701443263,7.4039796391,8.1906282694,1614.0,71.005061461,5.2792688878,12.8,100503,20227,4.9687546349,23.548512794,63.328962743
53039,Klickitat,2020,4.369731321,4.5787287983,14.311189028,29.4,20.0,74.254355744,16.702550571,20.9633142,9.9715616869,3152.0,66.034031414,5.6867804684,18.1,94782,25074,3.7800909308,21.865889213,72.825051818
53041,Lewis,2020,4.158835673,4.3660541818,16.165763252,34.7,24.2,53.590881983,15.002708195,31.65771297,8.8065099458,3203.0,57.572358088,6.2870348424,16.9,94776,22210,4.2672669968,31.704794354,86.814553747
53043,Lincoln,2020,3.6006597255,4.0322354687,13.011999515,30.7,26.9,59.157994324,17.384118745,18.894009217,6.829206025,4780.0,65.71141277,4.8530282107,16.5,100162,23780,4.2120269134,21.897482014,111.02603369
53045,Mason,2020,4.1955735967,4.4202856496,15.957913955,35.8,23.3,63.483747673,18.416376819,32.293679271,9.0907137177,2944.0,48.993621545,6.3071599242,22.8,100627,23291,4.3204241982,39.02196436,99.313745214
53047,Okanogan,2020,4.5110351897,4.3674805135,16.641366418,32.9,22.8,67.412451362,14.684130391,38.965858486,14.912088942,2936.0,49.17218543,6.3965782391,25.9,84239,18805,4.4796064876,42.585063129,89.802817984
53049,Pacific,2020,4.2891379795,4.4905233091,15.2699506,33.6,25.2,66.797323136,14.726112136,27.951331799,9.5709570957,2470.0,54.192073171,6.8784957753,21.0,84811,18873,4.4937741747,34.957020057,87.471783296
53051,Pend Oreille,2020,4.3203409304,4.3151650419,15.35237161,39.9,24.9,58.826244135,18.082749992,22.962112514,8.0248801876,2558.0,52.263202012,7.1695760599,23.2,88985,21118,4.2137039492,26.870880186,99.770226146
53053,Pierce,2020,4.0123489685,4.4249458882,15.114787239,31.1,19.1,82.889999686,19.102553331,19.926661896,6.8882679089,3241.0,65.367945787,5.1745072936,10.7,123915,30971,4.0010009364,29.911892746,67.359509548
53055,San Juan,2020,3.7165686221,4.0134335086,12.000595653,18.3,14.3,86.3846788,18.220741726,7.0276973956,9.0753732686,1113.0,69.2255203,3.9338235294,12.9,118833,25339,4.6897272978,32.027334852,80.049485136
53057,Skagit,2020,3.7443236265,3.9377885851,13.240440201,29.1,16.6,80.561329672,18.286368964,22.427652733,8.6443432702,3167.0,59.246864753,5.1859716646,12.4,115417,27963,4.1274898974,29.310789406,68.579690407
53059,Skamania,2020,4.1122915549,4.2606987344,14.619282993,33.1,18.0,93.014639436,18.412181157,18.412976765,7.183908046,3498.0,61.434799841,5.6044985942,16.3,109329,25017,4.370188272,32.26534296,77.653149267
53061,Snohomish,2020,3.7008022462,3.7009684894,12.962308599,28.9,17.8,86.135966972,18.96049198,13.328002132,6.2076401725,2918.0,69.920410006,3.7589146747,8.8,145000,38313,3.7846161877,25.393559928,62.496221011
53063,Spokane,2020,3.79960052,4.2942154607,14.493901558,28.0,18.1,89.012374236,18.205300877,18.436457137,6.0024980151,2820.0,71.397718836,5.225849805,14.8,105638,23958,4.4092996076,30.219870151,92.58079177
53065,Stevens,2020,4.4052234366,4.8414830371,14.784734389,31.1,22.6,43.42882084,15.256547359,22.388059701,7.8533571491,2958.0,53.516708891,7.1222591001,19.4,92908,20143,4.6124211885,27.142708007,107.27002299
53067,Thurston,2020,3.7231884187,3.8047448349,12.856464025,30.1,16.5,74.571480671,18.496567262,16.679454858,6.0670986396,2833.0,72.857293785,4.758999833,9.9,123688,32097,3.8535688694,28.934645163,68.306407591
53069,Wahkiakum,2020,3.9048388442,4.4831172054,13.272969551,35.5,24.4,11.714429361,16.05372999,15.151515152,8.8585434174,2593.0,39.735099338,6.529992407,19.8,110152,26525,4.1527615457,15.925394548,114.62412838
53071,Walla Walla,2020,3.8673298845,4.184370749,12.602259863,27.2,16.8,83.348360865,17.269434141,21.102831595,7.935981608,2610.0,66.976386754,4.7249743765,15.1,105821,24908,4.2484743857,30.268918074,80.791759241
53073,Whatcom,2020,3.6378128366,4.0195962207,13.724807685,27.9,14.4,85.103907726,22.658481936,11.846650646,7.5901094846,2816.0,72.093885572,4.741649503,14.4,110804,24942,4.4424665223,26.636500047,53.571889603
53075,Whitman,2020,3.9711099607,4.4227992545,14.884558367,27.8,17.5,75.734768626,21.020998126,2.8315879365,6.2480101878,2705.0,84.954782132,4.3276335233,11.9,94403,13452,7.0177668748,21.595920617,50.681522259
53077,Yakima,2020,4.6457389884,4.3951069005,14.442937059,34.9,22.7,75.472698793,15.792624794,41.935483871,12.945034801,3770.0,41.765225066,6.3401870316,21.2,92169,23259,3.9627241068,40.017075253,70.524574609
53001,Adams,2021,5.6386887686,4.7391226476,16.821855693,35.3,22.8,61.560230671,15.179062149,44.436480917,13.373288677,2294.0,32.396166134,5.6534954407,22.4,92867,22009,4.2195011132,27.047038328,57.294863925
53003,Asotin,2021,4.709921272,4.8246601478,18.28487685,32.3,18.6,98.043749711,18.655298971,28.672985782,6.9926793558,2492.0,63.348688163,4.1442307692,18.5,101681,25648,3.9644806613,17.726775956,81.150011593
53005,Benton,2021,4.3299146852,4.1375317097,13.999093238,34.6,16.4,77.426831148,17.739356383,23.140756066,8.9353209227,4160.0,64.963787867,5.2302532738,16.0,129480,30353,4.2658056864,22.233375632,61.916184506
53007,Chelan,2021,3.9542888898,4.2202745129,14.38026831,32.8,20.1,85.386388417,19.865851767,23.492415834,11.180732328,2277.0,52.297170592,4.8810764081,16.4,111884,26439,4.2317788116,21.025754885,73.938409044
53009,Clallam,2021,4.4218271122,4.485072538,16.78137292,30.6,20.5,77.106324576,19.120206231,23.196963307,9.6812414004,1810.0,60.307257183,6.5983521429,16.7,99471,22544,4.4123048261,23.896405102,105.66793256
53011,Clark,2021,3.9766013987,4.1901298633,14.431049469,32.2,16.0,92.759360828,18.530201517,15.532445765,7.0014657329,3547.0,67.912501695,4.745329701,12.1,135940,35957,3.7806268599,16.816372048,66.884441734
53013,Columbia,2021,4.2694412335,4.2279721051,16.436962087,31.8,22.5,38.989700834,20.112710285,15.892420538,7.0515036295,3807.0,82.846715328,5.4653679654,16.8,112800,17972,6.2764300022,6.2820512821,120.162219
53015,Cowlitz,2021,4.8619483495,4.8111206986,17.934817555,37.7,21.7,73.511375842,17.760236908,25.909050299,7.9457030217,4158.0,58.561440929,5.9709274437,17.5,104188,23697,4.3966746846,24.211905347,84.654225797
53017,Douglas,2021,4.483415456,4.3540960834,16.169074235,31.2,18.4,77.135645703,20.797572712,23.289817232,11.404138089,2736.0,50.454455641,5.6309176985,15.0,115039,30654,3.7528218177,27.394513807,57.104243797
53019,Ferry,2021,5.2030072435,5.1796501582,21.709956195,30.8,18.5,74.639120646,19.526466169,32.012195122,10.893086374,1360.0,46.124031008,11.324529812,25.6,100288,17432,5.7530977513,23.572593801,131.35081175
53021,Franklin,2021,4.5607387238,4.1889612365,14.64204839,30.9,16.5,60.659135397,16.543199211,34.338071588,12.102348767,3466.0,49.171807815,6.3734582213,18.0,113131,30465,3.7134744789,21.614177148,40.593842327
53023,Garfield,2021,3.970346546,4.1459401126,15.44525518,33.7,27.6,45.542806708,21.347802708,0.0,4.6987951807,2236.0,76.419213974,5.4466230937,17.2,91533,25703,3.5611796288,14.76635514,0.0
53025,Grant,2021,4.9081753813,4.4562625234,17.732431275,33.3,23.2,79.40978456,16.146134298,35.858212024,12.484112241,2336.0,46.351716961,6.8929559481,18.3,103402,26168,3.9514674411,19.064837463,63.937680676
53027,Grays Harbor,2021,4.8593954835,4.6223078356,17.818421503,35.6,24.6,81.664079564,20.003479244,25.151649652,9.4327608791,3507.0,54.075290254,7.056674021,19.5,96225,21917,4.390427522,18.25210084,96.045926418
53029,Island,2021,3.7117752203,4.0419677211,13.987245945,30.7,16.6,86.192138181,20.658639431,12.978037168,6.5867489539,2838.0,71.909035902,5.0448554657,9.0,122797,32942,3.7276728796,17.4580082,69.472990872
53031,Jefferson,2021,3.8313751141,4.1521290698,13.080830454,21.3,11.5,85.069630423,22.124142913,8.9775561097,9.0452003489,665.0,63.797325297,5.6345648477,21.4,106738,25396,4.2029453457,24.749679076,110.3393733
53033,King,2021,3.2295437258,3.8482022596,10.683601749,22.5,13.2,97.417060151,19.349473451,8.753634963,6.1874144986,2680.0,81.51418739,2.7774161552,7.9,184338,39728,4.6400020137,18.028806925,54.580238938
53035,Kitsap,2021,4.1435218614,4.1330469876,14.377956071,30.2,17.3,85.213412813,18.829696564,14.827319692,5.8733187509,2376.0,71.77891073,4.5641638967,9.3,132058,34535,3.8238888085,20.495961612,69.486445641
