FIPS,County,Year,Physically Unhealthy Days,Mentally Unhealthy Days,% Smokers,% Obese,% Physically Inactive,% Exercise Access,% Excessive Drinking,Teen Birth Rate,% Uninsured,Preventable Hospitalization Rate,% Some College,% Unemployed,% Children in Poverty,80th Percentile Income,20th Percentile Income,Income Ratio,% Single-Parent Households,Injury Death Rate
53037,Kittitas,2021,4.033615031,4.2600945108,14.666303016,27.5,20.9,78.931932054,19.136973312,6.7179951691,8.3840724177,1965.0,67.626982534,5.4881995081,11.7,106463,20527,5.1864860915,15.387547649,65.755381272
53039,Klickitat,2021,4.552654866,4.4462810439,15.810868433,27.4,17.7,74.254355744,19.678010584,20.574041148,11.107762777,2115.0,63.617156138,5.8367267791,18.3,104278,23362,4.4635733242,13.174077578,79.138676728
53041,Lewis,2021,4.5754542747,4.4492408083,18.048156126,33.0,23.5,53.590881983,17.66851198,29.98839159,8.9381578734,2933.0,58.493975904,6.157846611,14.6,100239,23171,4.3260541194,20.249314088,88.131835007
53043,Lincoln,2021,4.1923207257,4.5580838357,16.223240294,33.4,23.5,59.157994324,21.90637227,15.959872321,7.6397672654,3741.0,68.797953964,5.0089445438,14.2,103711,24983,4.1512628587,12.483399734,111.47008256
53045,Mason,2021,4.7037705367,4.8278671475,18.1723481,37.4,22.1,63.483747673,20.60436704,29.648846475,10.192570767,2734.0,48.621380692,6.286278381,21.0,107450,25216,4.2611833756,23.20909971,95.862859721
53047,Okanogan,2021,5.0873315362,4.7854460561,18.748753365,32.2,21.9,67.412451362,18.218803902,36.963285625,14.416853373,2247.0,48.827361564,6.7924899243,21.9,86943,20069,4.3322038966,30.087847731,95.130194515
53049,Pacific,2021,4.7604884544,4.7264476949,18.587928308,38.1,25.8,66.797323136,20.561114171,23.00405954,10.709495708,2875.0,52.375152253,6.9278158782,17.6,92903,19013,4.886288329,15.69416499,93.319781946
53051,Pend Oreille,2021,4.8031026831,4.7062852776,17.882402157,41.6,27.7,58.826244135,18.982441346,22.966134683,8.5376930064,2188.0,50.185109009,7.8833267639,26.9,93773,23479,3.993909451,27.258506062,94.183073956
53053,Pierce,2021,4.2695997603,4.1523695661,13.946178043,31.7,18.4,82.889999686,17.955988919,18.372688857,6.7699262362,3295.0,65.087099671,5.134654621,11.8,129947,32932,3.9459188631,20.843353008,69.250480037
53055,San Juan,2021,3.4236397102,3.8419740121,11.627500288,20.1,14.1,86.3846788,21.729534303,5.909666526,9.8262271587,1289.0,70.570570571,3.7468296057,11.9,125052,27660,4.5210412148,18.901890189,83.31746334
53057,Skagit,2021,4.0897738884,4.4644047773,15.914929555,30.2,16.6,80.561329672,19.353204628,20.769230769,9.4193664005,2775.0,60.582716049,5.4305601801,16.2,120366,30781,3.9103992723,21.846232216,69.047039489
53059,Skamania,2021,4.3361975345,4.4242883982,16.874329906,34.8,19.1,93.014639436,19.475815333,17.124831005,7.747458534,3002.0,58.049713193,5.4545454545,15.7,117242,25813,4.5419749739,29.656096472,80.077692399
53061,Snohomish,2021,3.8657782698,4.1406636226,12.931789268,30.3,17.3,86.135966972,17.105271309,12.16957416,7.1621594685,2967.0,70.454279231,3.0409771904,8.1,152654,40142,3.8028498829,18.030924651,63.344985343
53063,Spokane,2021,4.3787058253,4.5598103181,15.768978377,29.1,17.8,89.012374236,19.587197087,17.291302448,6.5295097185,2504.0,71.165926489,5.2433663887,13.6,108955,25179,4.3272171254,21.011541073,92.635058916
53065,Stevens,2021,4.8754046715,4.8200074923,19.191913741,30.2,22.7,43.42882084,19.23961189,19.812196884,9.8563168039,2585.0,52.213936145,7.0087084251,21.6,95970,21255,4.5151729005,15.886095755,102.70470611
53067,Thurston,2021,3.8449534817,4.0922699538,13.140704641,30.1,14.4,74.571480671,17.320030491,15.571501421,6.4688011417,2883.0,72.211267061,4.8384839324,11.8,128041,32448,3.9460367357,20.09710998,68.815468291
53069,Wahkiakum,2021,4.1831657803,4.3940711886,16.419688554,35.1,22.3,11.714429361,19.173859066,12.437810945,8.1090174966,1989.0,51.432880845,6.6909090909,20.3,112423,25592,4.3928962176,7.5714285714,112.36481109
53071,Walla Walla,2021,4.1442435313,4.4184839477,14.374901724,29.1,15.6,83.348360865,18.255370337,18.862311079,8.7480344606,2724.0,68.68602465,4.9319053286,14.9,113644,24862,4.5709918752,20.361777428,78.896895952
53073,Whatcom,2021,4.2332961422,4.5147371714,13.819181981,28.0,12.7,85.103907726,19.840124197,10.545940754,7.9955258996,2878.0,72.087588091,4.9743096532,11.3,117735,26871,4.3814893379,16.964782206,55.273108864
53075,Whitman,2021,4.2918686324,4.1696172562,15.036434066,26.5,16.6,75.734768626,17.970174584,2.7173913043,6.2354083051,2626.0,85.31252755,4.3257209535,13.7,96312,14382,6.6967042136,18.094853139,50.006301607
53077,Yakima,2021,5.1710111277,4.4485742774,15.784398791,34.3,20.8,75.472698793,16.445375257,38.204811555,15.853478458,3672.0,43.709125627,7.0063261516,24.5,96255,24071,3.9987952308,26.880736414,72.74308581
53001,Adams,2022,5.303066787,4.7133013544,16.7,38.9,33.3,62.809696711,12.849387759,39.79392432,13.114466292,2051.0,31.684210526,7.31022568,17.0,94107,23534,3.9987677403,24.91349481,59.890572818
53003,Asotin,2022,4.3966126255,4.8669270549,18.8,31.3,21.0,86.740970263,18.394586319,26.722925457,7.4269456464,2284.0,62.298987493,5.18154676,18.5,105767,27452,3.8527976104,18.514508445,86.838630785
53005,Benton,2022,3.9605147368,4.2573668977,14.5,31.2,23.5,66.955136804,17.186976364,21.281800391,8.3256190019,3631.0,67.232271794,8.20317423,11.5,134561,32902,4.0897513829,21.575425905,62.017818924
53007,Chelan,2022,4.1769255475,4.3538615227,15.3,27.7,22.4,71.914206451,17.383346692,22.637308263,11.838472158,2405.0,55.643801338,8.35709437,11.6,115372,27265,4.2315055933,23.034867503,73.04753809
53009,Clallam,2022,4.2420751148,4.6589479067,16.6,28.5,21.2,63.30877822,19.179875058,21.401273885,9.704187476,1604.0,58.903429883,10.16734973,18.9,105805,23401,4.5213879749,27.191828523,109.89614814
53011,Clark,2022,3.8040032065,4.3178022102,12.9,33.1,18.1,89.202163799,15.360178196,14.22937641,7.2740377897,3052.0,67.997977362,8.52591744,10.0,139634,37164,3.7572381875,16.329912291,71.410066494
53013,Columbia,2022,4.2562139404,4.6626312296,17.8,30.6,21.7,5.2721922511,18.630006935,15.0,6.6121578386,3529.0,86.03988604,7.25058005,18.3,113221,22012,5.143603489,14.327062229,114.55894805
53015,Cowlitz,2022,4.4448527463,4.8376367044,19.8,36.9,22.2,62.817107704,16.052800919,23.785132065,7.364747742,3236.0,59.21321067,9.32154487,14.8,107423,24730,4.3438334007,22.966118888,85.447892439
53017,Douglas,2022,4.3430941224,4.414236236,15.9,37.4,23.9,56.511670266,17.809532546,21.137026239,11.597230171,2442.0,54.056912132,8.5041225,14.2,122321,33515,3.6497389229,24.184559159,53.478946183
53019,Ferry,2022,5.0426172516,5.2536478401,22.1,32.9,23.7,60.190703218,17.987473471,32.072368421,11.51764047,1137.0,49.419670128,11.54313487,28.0,102500,17051,6.0113776318,24.075595727,149.0468844
53021,Franklin,2022,4.5670157825,4.3672798027,15.4,34.2,26.1,38.291774881,14.860032943,30.450770566,13.44018219,3761.0,52.805304844,9.0194602,15.8,120782,31066,3.8879160497,20.901315789,43.076883707
53023,Garfield,2022,3.992831217,4.5279819577,15.7,30.6,21.7,44.704324801,18.290717083,0.0,5.8465286236,1686.0,69.879518072,8.42490842,15.7,92408,29310,3.1527806209,12.831858407,0.0
53025,Grant,2022,4.714171382,4.5658278956,17.3,38.8,28.9,55.218806104,15.379221123,33.212437345,13.434483435,1927.0,50.382306997,8.84237595,18.6,107541,26261,4.0950839648,21.166754525,68.509453684
53027,Grays Harbor,2022,4.5157704438,4.8284779079,19.0,36.0,22.7,66.703298213,19.394099695,22.527881041,9.7307177241,2844.0,51.591588141,11.70882808,19.2,96208,23369,4.1169070136,22.55578637,97.769183478
53029,Island,2022,3.6496145899,4.1851464941,14.3,26.7,18.5,74.547168369,19.988521084,11.528275432,6.6221840737,1946.0,70.771950501,8.25827067,8.3,131004,34204,3.8300783534,16.118032787,72.138772217
53031,Jefferson,2022,3.7287689914,4.2738409754,14.4,27.4,16.3,78.655597215,18.948703046,7.969151671,8.5706927633,571.0,66.910583616,9.41059552,16.6,114365,25656,4.4576317431,26.918041372,115.07769316
53033,King,2022,3.2383420015,3.6920847716,10.0,22.3,16.4,95.289628629,19.377825176,7.9238679486,6.2778996298,2343.0,82.11083961,7.49567856,8.0,193374,41888,4.6164533995,17.477508018,56.807538851
53035,Kitsap,2022,3.6901691974,4.2195135056,14.7,31.2,18.6,77.93639227,16.714704519,14.037103924,6.3942896813,2254.0,72.866217031,7.70923063,9.9,139888,37531,3.7272654606,20.842770512,67.940741401
53037,Kittitas,2022,4.2134644437,4.6171283267,16.0,31.9,20.0,56.179885128,18.734114565,6.0024888368,8.6663262838,1766.0,70.555714422,9.04686439,11.1,116307,23681,4.9114057683,19.284544653,63.249764405
53039,Klickitat,2022,4.3106891064,4.6025925199,16.7,33.3,22.0,59.72536667,17.72336385,18.727552591,10.913233795,2170.0,64.911929544,8.23649337,17.2,103965,25346,4.1018306636,11.341176471,80.659047861
53041,Lewis,2022,4.4629694169,4.8190427029,18.6,31.6,21.9,48.028626334,16.182161845,28.126831174,9.4584384896,2574.0,58.591185492,9.35532576,16.1,103665,24172,4.2886397485,19.882318329,92.535316808
53043,Lincoln,2022,4.2075127138,4.7254220955,17.2,34.4,21.8,38.85525071,17.708231537,17.117117117,7.2552447552,3582.0,71.086739781,6.79342021,14.6,106281,26452,4.0178814456,9.9300087489,96.837871057
53045,Mason,2022,4.4321497388,4.7664820166,18.5,35.8,23.9,50.480238554,19.229267918,29.542097489,10.607379768,2453.0,48.805573988,9.82874162,17.7,109600,27494,3.9863242889,20.681439123,95.586185345
53047,Okanogan,2022,4.933198809,4.9201590379,19.6,30.6,24.4,51.590466926,17.148138732,33.67003367,14.607797088,1952.0,50.949061662,8.983198,31.1,87973,21098,4.1697317281,31.660432253,92.728647446
53049,Pacific,2022,4.5070701133,4.801897004,17.9,34.2,23.3,46.276290631,18.315724826,21.907650826,10.786819099,2736.0,52.839805825,10.72266542,17.6,97292,21405,4.5452931558,24.385964912,95.137995397
53051,Pend Oreille,2022,4.4036707675,4.8584461711,18.4,30.5,21.6,57.803245904,18.888774311,23.412698413,9.071515644,2054.0,45.682001614,10.68979427,23.5,100194,26765,3.7434709509,23.415013613,103.02147262
53053,Pierce,2022,3.9077873209,4.3511107073,16.7,32.1,20.2,75.118614229,18.660980024,16.856295378,7.6020452585,3112.0,66.199898568,9.63447032,9.0,136504,35717,3.8218215416,19.972919378,72.927637754
53055,San Juan,2022,3.4501914297,4.02885716,12.1,25.5,15.7,80.867524891,19.602625839,0.0,10.620726401,1010.0,68.533930858,7.93650794,11.0,131006,27292,4.8001612194,17.967332123,76.240968378
53057,Skagit,2022,4.0277691643,4.3652219811,16.1,30.0,20.3,63.502450792,17.976781954,19.502108336,9.7111131083,2680.0,61.819755144,9.79871356,12.0,126060,32620,3.8645003066,21.391808626,72.0
53059,Skamania,2022,4.1106075545,4.6008588639,17.1,33.1,21.9,72.18507139,18.833742003,15.784586815,7.4054227843,2611.0,58.955512573,9.22937443,14.2,123644,26981,4.5826322227,29.81981982,80.725181211
53061,Snohomish,2022,3.5914131603,4.0811359937,13.8,30.0,19.2,78.662619947,16.622690397,10.934683827,7.2309361324,2450.0,70.848341192,8.45347224,8.0,157977,42093,3.7530468249,16.974552361,67.100031307
53063,Spokane,2022,4.0757740471,4.5739489546,16.1,31.5,20.1,77.986125406,16.852472808,16.15481012,6.9516816675,2292.0,71.706631458,8.75176831,15.2,114624,26616,4.3065825068,21.390468945,92.108610366
53065,Stevens,2022,4.4795028047,4.9473111827,18.7,31.3,21.9,39.512071857,17.908239202,18.713204373,9.0264195008,1944.0,53.905176363,9.41493664,20.4,103911,23777,4.3702317366,17.070644293,98.891007982
53067,Thurston,2022,3.7571881216,4.2585699185,13.8,33.3,17.8,68.1187169,17.070659454,14.617867895,6.8665410023,2633.0,72.314235677,8.27859083,9.9,130971,34447,3.8021017795,19.089728628,70.365332038
53069,Wahkiakum,2022,4.0814631155,4.6056974359,17.1,34.6,21.5,0.0,18.225310139,0.0,8.2574991574,3129.0,60.028449502,8.80056778,18.1,108015,26146,4.1312246615,4.9136786189,123.76804951
53071,Walla Walla,2022,4.0842624541,4.3395566156,14.4,30.2,22.1,80.651911332,17.564537203,17.234157142,9.6300606495,2458.0,66.313617607,6.85894248,14.9,117014,25992,4.5019236688,21.119612742,77.991055709
53073,Whatcom,2022,3.9831518118,4.4306611719,15.5,32.6,19.1,76.33240529,18.532868732,9.5621444904,9.13313287,2588.0,72.342425456,9.34830364,10.9,121013,27721,4.3653908589,19.201788142,55.953287456
53075,Whitman,2022,4.4188991488,4.6760068772,14.4,29.3,20.3,68.34241558,18.218283689,2.4675038555,6.9401218312,2101.0,86.244151425,5.91794032,11.0,99060,14790,6.6977687627,14.886425095,51.760671595
53077,Yakima,2022,4.9460412264,4.6410872251,16.4,37.1,28.6,62.526980525,13.857824113,35.34174062,15.11880917,3248.0,46.862479099,9.70334738,19.1,101205,25689,3.9396239636,26.869906673,78.706439335
53001,Adams,2023,4.3275182744,4.6809382531,17.5,38.0,31.1,80.725755591,15.36154076,39.79392432,14.434023477,1128.0,32.935609957,5.5249193632,21.1,95412,24085,3.9614697945,24.702792369,59.890572818
53003,Asotin,2023,3.8249197443,5.2400948335,19.6,32.9,21.1,89.59389724,21.137538867,26.722925457,7.9789436328,1913.0,60.656063618,3.7158984008,21.2,111626,27799,4.0154681823,19.097222222,86.838630785
53005,Benton,2023,3.498702836,4.4443290926,14.3,33.2,19.2,77.472652304,18.373150409,21.281800391,8.0369802199,2601.0,66.963230951,5.5911351207,13.4,144686,34546,4.1882128177,22.89035144,62.017818924
53007,Chelan,2023,3.68255705,4.763717011,15.3,33.8,20.8,83.003262767,18.311624937,22.637308263,11.068651996,1585.0,59.556815795,5.2887294123,13.7,127936,28909,4.4254730361,22.857453991,73.04753809
53009,Clallam,2023,3.3509627898,4.8558305443,16.5,31.9,19.0,76.308729182,19.963855535,21.401273885,9.4739256767,1282.0,62.663582689,6.5064178952,18.5,114181,25554,4.4682241528,27.64027671,109.89614814
53011,Clark,2023,3.3353685556,4.7561896904,13.9,34.4,17.7,90.215194979,16.724498745,14.22937641,7.6034388817,2370.0,67.496846468,5.460147387,11.2,147252,39029,3.7728868277,17.133077464,71.410066494
53013,Columbia,2023,3.3940977694,4.822884437,16.0,33.7,18.2,5.0354251012,19.675473797,15.0,6.9296375267,2350.0,80.718562874,5.2399338114,20.4,115844,23480,4.9337308348,17.789757412,114.55894805
53015,Cowlitz,2023,3.6598327145,5.253384433,18.9,37.8,19.5,67.187753996,20.82437009,23.785132065,7.4137109402,2499.0,57.945431377,6.3683091468,15.9,114176,26689,4.2780171606,21.496859874,85.447892439
53017,Douglas,2023,3.6019259315,4.6352814667,16.0,33.4,21.5,83.853463133,18.775939172,21.137026239,13.796558733,1707.0,49.956941919,5.4811372335,14.1,132161,35406,3.732728916,24.022549554,53.478946183
53019,Ferry,2023,4.1282640767,5.3491555766,20.5,33.1,21.9,75.438840903,19.527142726,32.072368421,10.085122132,2137.0,52.100840336,8.8525999141,30.5,103692,20148,5.1465157832,23.705501618,149.0468844
53021,Franklin,2023,3.7398900467,4.6577470132,15.3,40.2,23.8,55.438299104,16.91034039,30.450770566,13.505157129,2502.0,52.712785223,6.572373674,14.7,128529,33115,3.8812924657,26.002662943,43.076883707
53023,Garfield,2023,3.2998028888,4.6397951236,14.3,31.5,16.8,42.913385827,20.559994743,0.0,6.364749082,676.0,68.15920398,5.8465286236,18.1,92570,27384,3.3804411335,7.9365079365,0.0
53025,Grant,2023,3.9045861047,4.9414764394,16.9,33.2,24.1,69.837474653,17.360681075,33.212437345,12.999526141,1799.0,51.38297017,6.5971783533,14.6,112979,27794,4.0648701159,20.998404218,68.509453684
53027,Grays Harbor,2023,3.9267380275,5.4819527127,19.3,36.5,20.8,63.337564123,19.313172694,22.527881041,8.9483245499,2311.0,51.905925126,7.7536705292,20.8,99607,24671,4.0374123465,25.365023244,97.769183478
53029,Island,2023,3.1389365241,4.7193396654,13.7,31.0,16.0,80.264112277,20.000981245,11.528275432,7.1142995325,1502.0,72.911161293,5.5907086312,9.9,137229,36771,3.7319898833,16.370175326,72.138772217
53031,Jefferson,2023,3.223635117,4.7341465809,14.3,26.0,14.6,82.457470358,21.851791452,7.969151671,9.0838869149,759.0,65.901582334,6.2021559131,20.2,125582,25552,4.9147620539,26.814204838,115.07769316
53033,King,2023,2.5922716522,4.3881139942,9.5,20.9,13.9,97.965699935,20.085711939,7.9238679486,5.8367993921,1764.0,82.262968104,4.2700212754,10.4,209723,44343,4.7295627269,17.080882271,56.807538851
53035,Kitsap,2023,3.0231466391,4.5450474419,13.8,30.1,15.1,86.751980146,19.548025194,14.037103924,6.1310968676,1498.0,72.395712433,5.0442325995,9.8,152154,40359,3.7700141232,19.617431325,67.940741401
53037,Kittitas,2023,3.6541723709,5.0428389371,16.8,29.4,17.0,74.853959447,21.025919769,6.0024888368,7.967676555,1276.0,70.104648823,6.3386423096,13.2,123235,25664,4.8018625312,20.785619174,63.249764405
53039,Klickitat,2023,3.7517880181,5.0105383132,17.0,30.5,19.6,59.828458324,19.545068958,18.727552591,11.037763901,1601.0,64.509842136,6.0366155369,19.6,114024,25196,4.525480235,14.778211905,80.659047861
53041,Lewis,2023,3.6777395236,5.188009454,17.8,33.7,20.4,57.315365981,20.327688703,28.126831174,9.1900286842,2102.0,58.983439225,6.2762227714,16.6,112151,26199,4.280735906,19.835183701,92.535316808
53043,Lincoln,2023,3.3147337573,4.8562691324,16.2,38.5,18.9,39.904376609,21.364454817,17.117117117,7.1802543007,2407.0,66.056407719,4.8816883394,15.2,112465,29361,3.8304213072,9.8113207547,96.837871057
53045,Mason,2023,3.7609913727,5.3826052783,18.0,34.5,19.8,66.585521711,19.206307383,29.542097489,10.50706229,1844.0,51.613540569,6.9687798662,19.2,119982,28185,4.2569451836,16.881998277,95.586185345
53047,Okanogan,2023,4.2323903362,5.2884143832,20.3,35.9,24.1,53.227721832,17.424538085,33.67003367,14.5576533,1341.0,51.947643979,6.612754632,20.9,95530,22946,4.1632528545,32.428262882,92.728647446
53049,Pacific,2023,3.6265968602,5.1143611874,17.9,36.8,20.7,57.235180826,19.57593312,21.907650826,10.859758525,2043.0,54.232987313,7.8772318824,20.2,105279,22941,4.5891199163,27.195707427,95.137995397
53051,Pend Oreille,2023,3.6897376251,5.1209997173,17.7,30.7,19.1,62.45802552,20.974079599,23.412698413,8.4404032417,1424.0,49.788494078,7.6099649669,24.9,110372,27878,3.95910754,25.773993808,103.02147262
53053,Pierce,2023,3.2435256733,4.9647492957,15.1,32.8,20.4,81.189191536,17.847440661,16.856295378,6.7972640532,2568.0,66.486311575,6.056129327,10.0,147672,39343,3.7534504232,19.634136053,72.927637754
53055,San Juan,2023,2.883491736,4.6482461526,11.7,25.7,14.1,86.164830223,21.470692852,0.0,10.470735636,646.0,68.403514087,4.9785100287,16.5,143620,29681,4.8387857552,20.489296636,76.240968378
53057,Skagit,2023,3.3021418759,4.752741631,14.3,33.7,18.9,78.568285169,19.914428877,19.502108336,8.8647228478,1792.0,63.03284637,6.2987044417,14.8,133020,33828,3.9322454771,23.858801471,72.0
53059,Skamania,2023,3.7787278989,4.9780139163,16.8,32.8,18.2,72.333000997,20.898818568,15.784586815,8.0689128775,1602.0,54.917417417,6.3509344946,14.2,138635,28057,4.9411911466,31.988873435,80.725181211
53061,Snohomish,2023,3.1799438714,4.9698448216,13.4,30.5,19.3,89.643423511,18.039352844,10.934683827,7.133435966,2076.0,71.857090801,4.9848448455,7.9,170187,44507,3.8238254657,16.762606617,67.100031307
53063,Spokane,2023,3.5420381651,4.7914392997,14.9,33.7,18.5,86.438399597,19.009574125,16.15481012,6.2826586613,1788.0,70.888141124,5.3721320649,12.2,123237,28317,4.3520500053,21.291733687,92.108610366
53065,Stevens,2023,3.5354028537,4.5030915455,18.3,31.4,19.7,46.556141673,20.217215481,18.713204373,8.0797816746,1362.0,52.832471675,6.6912151499,20.1,112559,25933,4.3403771257,14.761040532,98.891007982
53067,Thurston,2023,3.2849565021,5.4293719389,14.7,30.8,16.8,79.624346575,20.049581215,14.617867895,6.9182600542,1776.0,72.938897822,5.1937322722,11.7,140762,37080,3.7961704423,20.122009953,70.365332038
53069,Wahkiakum,2023,3.6713754444,5.0664068622,16.6,34.4,18.7,0.0,19.716949733,0.0,8.6469989827,1007.0,57.567567568,6.6322770818,21.6,115295,25260,4.564330958,9.0418353576,123.76804951
53071,Walla Walla,2023,3.3655894802,4.7882053854,15.3,29.7,19.1,83.908027611,19.186616697,17.234157142,9.2878980607,2118.0,66.63989828,4.6086158326,14.8,123361,27630,4.4647484618,24.522003035,77.991055709
53073,Whatcom,2023,3.3851017466,5.5250604542,15.6,28.4,16.3,81.220822845,22.914988549,9.5621444904,8.679179833,2056.0,72.846599804,5.9973099138,15.3,130671,30819,4.2399493819,19.570791656,55.953287456
53075,Whitman,2023,3.6175087954,5.0426883976,16.1,33.1,19.9,81.083109249,18.719984927,2.4675038555,7.47353963,1243.0,86.622249496,4.4531878745,12.6,104177,14639,7.1164013935,15.483517987,51.760671595
53077,Yakima,2023,4.0737137322,4.8988475638,17.5,37.1,25.3,77.88164906,15.298469887,35.34174062,14.832255398,2123.0,46.80713128,6.9701334431,19.7,106508,27050,3.9374491682,25.833607366,78.706439335
